netrent,netrent.sqm,living.space,rooms,year,district,location,warm.water,central.heating,bath.tiles,bath.extras,upscale.kitchen
727.54,10.86,67,4,1957,9,simple,yes,yes,yes,no,no
525,7.19,73,3,1970,9,simple,yes,yes,no,no,no
737.3,9.33,79,3,1957,4,good,yes,yes,yes,no,no
439.2,3.51,125,4,1918,2,simple,yes,yes,yes,no,no
376.26,4.82,78,3,1992,2,good,yes,yes,no,no,no
712.79,10.18,70,2,1996,3,simple,yes,yes,yes,no,no
491.79,4.92,100,4,1918,8,simple,no,no,no,no,no
449.27,8.64,52,2,1918,8,simple,yes,yes,yes,no,no
1467.69,12.44,118,2,1998.5,5,good,yes,yes,no,no,yes
484.66,5.64,86,4,1918,9,good,yes,yes,yes,yes,no
359.8,7.5,48,2,1966,14,simple,yes,yes,yes,no,no
531.76,8.44,63,2,1957,3,good,yes,yes,yes,no,yes
419.04,8.22,51,2,1966,3,good,yes,yes,no,no,no
793.33,7.7,103,3,1918,4,good,yes,yes,yes,no,no
515.67,9.55,54,2,1960,3,good,yes,yes,yes,no,no
384.31,8.35,46,2,1957,4,good,yes,yes,yes,no,no
1023.31,8.82,116,4,1918,12,good,yes,yes,yes,no,no
444.83,12.71,35,1,1966,7,good,yes,yes,yes,no,no
733.72,8.53,86,5,1975,20,good,yes,yes,yes,no,no
715.82,10.85,66,2,1988,20,good,yes,yes,yes,no,no
562,10.04,56,2,1966,6,simple,yes,yes,no,no,no
603.34,10.06,60,2,1918,1,simple,yes,yes,yes,no,no
821.61,6.04,136,4,1918,1,good,no,yes,no,no,no
1102,6.37,173,5,1918,1,simple,yes,yes,yes,yes,no
823.19,9.46,87,3,1918,5,good,yes,yes,yes,no,no
905.01,11.75,77,3,1998.5,19,good,yes,yes,yes,yes,no
733.77,5.24,140,4,1957,4,good,yes,yes,yes,no,no
569.69,6.55,87,3,1957,4,good,yes,yes,yes,no,no
818.08,9.09,90,4,1918,1,simple,yes,yes,yes,no,no
751.6,11.39,66,3,1980,1,good,yes,yes,yes,no,no
712.33,9.5,75,3,1967,1,good,yes,yes,yes,no,no
329.63,12.21,27,1,1957,3,good,yes,yes,no,no,no
384,17.45,22,1,1972,14,simple,yes,yes,yes,no,no
281.22,5.62,50,3,1948,14,simple,yes,yes,yes,no,no
786.38,10.21,77,3,1998,14,simple,yes,yes,yes,no,no
324.6,4.06,80,3,1948,14,simple,yes,no,yes,no,no
509.9,6.8,75,3,1983,14,good,yes,yes,yes,no,no
785.76,10.76,73,3,1998,25,simple,yes,yes,yes,no,no
765.24,7.65,100,4,1918,25,simple,yes,yes,yes,no,no
692.57,9.36,74,3,1960,25,simple,yes,yes,yes,no,no
368.13,10.23,36,1,1957,25,simple,yes,yes,yes,no,no
377.16,4.71,80,3,1957,25,good,yes,yes,no,no,no
938.6,10.67,88,3,1980,25,good,yes,yes,yes,no,yes
710.95,8.89,80,3,1998,25,simple,yes,yes,yes,no,no
556.38,8.56,65,2,1982,18,good,yes,yes,yes,no,no
894,11.04,81,3,1918,5,simple,yes,yes,yes,no,no
362.28,3.77,96,4,1924,5,simple,yes,no,yes,no,no
472.49,8.44,56,2,1957,5,simple,yes,yes,yes,no,no
617.6,7.72,80,4,1957,5,simple,yes,yes,yes,no,no
359.47,6.31,57,2,1957.5,4,good,yes,yes,yes,no,no
328.64,6.32,52,2,1957,3,good,yes,yes,yes,no,no
423.55,7.84,54,3,1948,25,simple,yes,yes,yes,no,no
359.92,8.78,41,1,1957,18,simple,yes,yes,yes,no,no
1505.66,8.86,170,4,1918,1,simple,yes,yes,no,yes,no
382.96,4.35,88,3,1957.5,1,good,yes,yes,no,no,no
275.19,8.6,32,1,1957.5,1,good,yes,yes,yes,no,no
245.42,8.18,30,1,1957,1,good,yes,yes,yes,no,no
664.69,7.64,87,3,1973,11,simple,yes,yes,yes,yes,no
715.82,7.78,92,3,1918,2,good,yes,yes,no,no,no
681.05,8.96,76,3,1918,2,good,yes,yes,yes,no,no
387.95,5.62,69,3,1939,2,simple,yes,yes,yes,no,no
403.91,7.48,54,2,1960,25,good,yes,yes,yes,no,no
271.05,9.68,28,1,1968,19,simple,yes,yes,yes,no,no
710.71,9.48,75,2,1991,19,simple,yes,yes,yes,no,no
521.33,7.14,73,3,1966,22,simple,yes,yes,yes,no,no
624.75,11.36,55,2,1966,22,simple,yes,yes,yes,no,no
542.12,7.23,75,3,1924,25,simple,yes,yes,no,no,no
616.6,6.17,100,4,1967,25,simple,yes,yes,no,no,no
594.64,9.59,62,2,1918,5,good,yes,yes,yes,no,no
305.73,4.13,74,3,1918,5,good,no,no,yes,no,no
443.88,5.1,87,3,1918,5,good,no,no,no,no,no
531.52,6.64,80,3,1918,5,good,yes,no,no,no,no
242.35,4.49,54,2,1918,16,simple,yes,yes,yes,no,no
715.82,9.81,73,3,1999,17,simple,yes,yes,yes,no,no
499.23,7.34,68,3,1957,5,good,yes,yes,no,no,no
175.99,4.19,42,2,1948,17,simple,yes,yes,yes,no,no
876.44,6.26,140,5,1918,5,good,yes,yes,yes,no,yes
353.69,11.05,32,1,1918,5,simple,yes,no,yes,no,no
415.6,7.56,55,2,1957,17,simple,yes,yes,yes,no,no
403.93,10.1,40,1,1957,5,good,yes,yes,yes,no,no
539.93,5.68,95,4,1966,18,simple,yes,yes,yes,no,no
356.88,9.65,37,1,1966,18,simple,yes,yes,no,no,no
586.97,7.07,83,3,1957,18,simple,yes,yes,no,no,no
338.48,7.52,45,2,1948,18,simple,yes,yes,yes,no,no
833.42,13.23,63,2,1996,18,simple,yes,yes,yes,no,no
976.58,9.57,102,4,1918,9,simple,yes,yes,no,yes,no
715.82,11.93,60,2,1998.5,18,best,yes,yes,yes,no,yes
834.15,7.51,111,5,1980,19,best,yes,yes,yes,no,no
1133.94,12.06,94,3,1993,19,simple,yes,yes,yes,yes,no
319.46,6.66,48,2,1948,19,simple,yes,yes,yes,no,no
650.05,7.83,83,3,1918,19,simple,yes,yes,yes,no,no
547.1,8.05,68,3,1966,11,simple,yes,yes,yes,no,no
450.5,6.01,75,3,1957,4,good,yes,yes,yes,no,no
675.24,12.74,53,2,1918,4,good,yes,yes,yes,no,no
371.57,5.31,70,3,1948,9,simple,yes,yes,yes,no,no
616.45,11.42,54,2,1918,9,good,yes,yes,yes,no,no
715.82,11.01,65,2,1918,9,good,yes,yes,yes,no,no
848.23,9.98,85,3,1966,9,good,yes,yes,yes,no,yes
674.92,10.07,67,3,1918,9,good,yes,yes,no,no,no
603.34,10.97,55,2,1918,9,good,yes,yes,yes,no,no
371.91,4.27,87,4,1924,9,simple,yes,yes,yes,no,no
327.75,6.69,49,2,1971,11,simple,yes,yes,yes,no,no
457.96,7.63,60,3,1960,11,simple,yes,yes,yes,no,no
736.27,9.69,76,3,1957,25,simple,yes,yes,yes,no,no
1237.35,10.06,123,3,1994,25,good,yes,yes,yes,no,no
484.06,10.3,47,1,1968,25,good,yes,yes,yes,no,no
1416.96,8.34,170,5,1966,25,good,yes,yes,yes,no,no
527.12,9.25,57,3,1948,25,simple,yes,yes,yes,no,no
423.22,7.56,56,2,1948,25,simple,yes,yes,no,no,no
268.53,3.09,87,3,1957,5,simple,yes,yes,yes,no,no
725.13,8.63,84,3,1973,16,simple,yes,yes,no,no,no
609.03,6.09,100,3,1918,5,simple,no,no,no,no,no
785.36,11.22,70,3,1998,15,good,yes,yes,yes,yes,no
621.52,6.22,100,6,1948,15,good,yes,yes,yes,no,yes
1632.03,14.84,110,3,1987,13,good,yes,yes,yes,no,yes
1041.13,8.98,116,3,1971,13,best,yes,yes,yes,yes,no
561.38,8.51,66,2,1980,13,best,yes,yes,yes,no,no
599.75,10.17,59,2,1960,13,simple,yes,yes,yes,no,no
516.27,6.54,79,3,1957,13,simple,yes,yes,no,no,no
591.18,7.78,76,3,1972,13,simple,yes,yes,yes,no,no
567.55,9.62,59,3,1987,15,good,yes,yes,yes,no,yes
316.56,5.02,63,2,1918,12,simple,yes,yes,yes,no,no
796.99,9.38,85,3,1966,12,good,yes,yes,yes,no,no
290.49,5.81,50,2,1948,12,simple,yes,yes,yes,no,no
735.42,7.82,94,4,1972,10,simple,yes,yes,yes,no,no
352.44,9.79,36,1,1972,10,simple,yes,yes,no,no,no
611.63,8.74,70,3,1966,10,simple,yes,yes,no,no,no
429.49,7.16,60,2,1957.5,10,simple,yes,yes,yes,no,no
376.25,8.55,44,1,1999,24,simple,yes,yes,yes,no,no
510.24,12.15,42,2,1998.5,23,simple,yes,yes,yes,no,no
330.96,5.91,56,2,1957,9,good,yes,yes,no,no,no
493.83,9.88,50,2,1976,9,good,yes,yes,yes,no,no
542.94,7.14,76,3,1960,3,good,yes,yes,yes,no,no
362.93,4.03,90,2,1918,2,simple,yes,no,yes,no,no
401.37,9.33,43,1,1939,8,simple,yes,yes,yes,no,no
603.27,10.4,58,2,1972,8,simple,yes,yes,yes,no,no
328.03,4.37,75,3,1918,8,simple,yes,yes,yes,no,no
1094.47,11.17,98,3,1960,12,best,yes,yes,yes,no,no
491.63,8.06,61,3,1960,11,simple,yes,yes,no,no,no
395.62,13.19,30,1,1968,12,best,yes,yes,yes,no,no
301.06,10.04,30,1,1978,3,good,yes,yes,yes,yes,no
613.56,10.96,56,2,1960,3,good,yes,yes,yes,no,no
425.38,6.54,65,3,1972,16,simple,yes,yes,yes,no,no
478.23,4.93,97,4,1918,9,good,yes,yes,yes,no,no
639.11,9.83,65,2,1981,16,simple,yes,yes,yes,no,no
640.99,8.66,74,3,1998.5,14,simple,yes,yes,yes,no,no
1198,8.56,140,5,1918,5,simple,yes,yes,yes,yes,no
327.84,3.77,87,5,1966,5,good,yes,yes,yes,no,no
299.45,5.65,53,3,1957,16,simple,yes,yes,yes,no,no
565.49,7.07,80,3,1957,1,simple,yes,yes,yes,no,no
487.16,8.86,55,2,1918,3,good,yes,no,no,no,no
321.56,16.08,20,1,1957.5,12,good,yes,yes,yes,no,no
359.5,5.89,61,3,1966,25,simple,yes,yes,yes,no,no
447.23,5.73,78,3,1966,25,simple,yes,yes,yes,no,no
707.39,8.63,82,3,1998.5,25,good,yes,yes,yes,yes,yes
526.98,10.13,52,2,1998.5,25,good,yes,yes,yes,no,no
532.96,9.03,59,2,1967,25,simple,yes,yes,no,no,yes
652.9,10.36,63,3,1970,7,simple,yes,yes,yes,no,no
335.55,7.99,42,1,1987,25,simple,yes,yes,yes,no,no
444.23,5.29,84,3,1972,25,good,yes,yes,yes,no,no
787.4,8.65,91,4,1978,25,good,yes,yes,yes,yes,no
124.47,2.39,52,2,1957,25,good,yes,yes,yes,no,no
621.73,9.42,66,2,1988,21,simple,yes,yes,yes,no,no
843.65,10.16,83,3,2000,21,good,yes,yes,yes,no,no
637.59,6.93,92,4,1985,13,simple,yes,yes,yes,no,no
922.52,11.53,80,3,1993,13,simple,yes,yes,no,yes,yes
582.38,11.65,50,2,1973,13,simple,yes,yes,yes,no,no
572.36,8.81,65,4,1960,11,simple,yes,yes,no,no,no
960.64,10.22,94,4,1997,11,simple,yes,yes,yes,no,no
311.05,4.04,77,3,1970,11,simple,yes,yes,yes,no,no
376.65,11.77,32,1,1957.5,4,good,yes,yes,no,no,no
448.16,7.6,59,3,1966,4,simple,yes,yes,yes,no,no
438.92,8.44,52,2,1960,4,good,yes,yes,yes,no,no
567.55,10.13,56,2,1997,13,good,yes,yes,yes,no,no
415.18,11.86,35,1,1996,7,simple,yes,yes,yes,no,no
600.26,8.96,67,3,1966,19,simple,yes,yes,yes,no,no
728.19,9.71,75,3,1993,7,simple,yes,yes,yes,no,no
823.17,9.57,86,3,1966,20,good,yes,yes,yes,no,no
554.44,10.08,55,2,1918,5,good,yes,yes,yes,no,no
392.68,4.97,79,3,1918,5,simple,yes,yes,yes,no,no
379.46,3.95,96,3,1918,5,good,no,no,yes,no,no
615.88,8.44,73,2,1918,3,good,yes,yes,yes,yes,no
428.71,6.12,70,2,1918,9,simple,yes,no,yes,no,no
983.99,10.14,97,4,1957,9,simple,yes,yes,yes,no,no
478.27,5.31,90,4,1972,19,good,yes,yes,yes,no,no
553.66,8.52,65,3,1966,19,simple,yes,yes,yes,no,yes
692.33,10.99,63,3,1957.5,18,simple,yes,yes,yes,no,no
526.01,6.58,80,3,1976,18,best,yes,yes,yes,no,no
513.4,8.56,60,3,1918,18,simple,yes,no,no,no,no
826.45,12.15,68,3,1957,3,good,yes,no,no,no,no
640.89,7.28,88,3,1966,3,good,yes,yes,yes,no,no
399.54,7.54,53,2,1973,14,simple,yes,yes,yes,no,no
854.18,5.34,160,4,1918,9,good,yes,yes,yes,yes,no
576.51,7.79,74,3,1967,9,best,yes,yes,yes,no,no
743.37,6.76,110,4,1918,9,good,yes,yes,yes,yes,no
400.23,5.2,77,3,1966,10,simple,yes,yes,yes,yes,no
366.06,10.17,36,1,1999,10,simple,yes,yes,yes,no,no
1018.38,11.07,92,3,1983,9,good,yes,yes,yes,yes,yes
411.23,6.85,60,2,1974,10,simple,yes,yes,no,no,no
262.41,6.73,39,2,1957,11,simple,yes,yes,yes,no,no
428.66,5.1,84,4,1966,11,simple,yes,yes,no,no,no
286.14,7.34,39,2,1948,11,simple,yes,yes,yes,no,no
986.97,16.45,60,2,1966,1,good,yes,yes,yes,no,no
702.64,8.89,79,3,1957,2,simple,yes,yes,yes,no,no
413.49,9.19,45,2,1984,3,good,yes,yes,yes,no,no
299.62,4.61,65,3,1957,2,good,yes,yes,yes,no,no
796.18,10.21,78,3,1957,3,good,yes,yes,yes,no,no
542.08,8.09,67,2,1960,3,good,yes,yes,yes,yes,no
371.03,4.95,75,3,1948,25,simple,no,no,no,no,no
577.83,5.96,97,3,1966,16,good,yes,yes,yes,no,no
717.4,9.83,73,3,1972,16,good,yes,yes,yes,no,no
306.57,8.52,36,1,1983,16,good,yes,yes,yes,no,no
393.97,6.25,63,2,1972,8,simple,yes,yes,yes,no,no
263.85,5.28,50,2,1918,8,simple,yes,no,no,no,no
268.39,5.16,52,2,1918,8,simple,yes,yes,yes,no,no
312,3.71,84,3,1918,3,simple,yes,no,yes,no,no
458.74,6.95,66,3,1966,20,simple,yes,yes,yes,no,no
324.28,12.97,25,1,1971,4,good,yes,yes,yes,no,no
506.19,9.93,51,2,1957.5,25,simple,yes,yes,yes,no,no
1018.22,6.97,146,5,1918,1,simple,yes,no,no,no,no
880.49,12.4,71,3,1957.5,1,simple,yes,yes,yes,no,no
409.04,8.18,50,2,1957,18,simple,yes,no,yes,no,no
473.18,5.7,83,3,1957,18,simple,yes,yes,yes,no,no
439.08,6.97,63,3,1957,25,simple,yes,yes,yes,no,no
500.24,7.36,68,3,1971,11,simple,yes,yes,yes,no,no
649.34,6.91,94,4,1975,7,simple,yes,yes,no,no,no
484.03,8.8,55,2,1966,3,good,yes,yes,yes,no,no
335.21,5.59,60,2,1970,16,simple,yes,yes,yes,no,no
706.73,7.68,92,3,1971,19,simple,yes,yes,yes,no,no
807.86,11.88,68,3,1924,19,best,yes,yes,yes,no,no
664.69,8.86,75,2,1972,19,best,yes,yes,yes,no,no
666.91,4.45,150,3,1969,19,simple,yes,yes,yes,no,no
340.01,5.48,62,3,1948,18,good,no,no,no,no,no
298.42,4.2,71,2,1918,8,simple,yes,yes,yes,no,no
486.37,9.18,53,2,1973,8,simple,yes,yes,yes,no,no
204.52,3.72,55,3,1973,8,simple,yes,yes,yes,no,no
788.91,9.86,80,3,1918,8,simple,yes,yes,no,no,no
529.13,11.26,47,2,1918,8,simple,yes,yes,yes,no,no
210.05,2.41,87,3,1918,2,simple,no,no,yes,no,no
299,4.15,72,3,1924,8,simple,yes,yes,yes,no,no
690.52,8.32,83,3,1918,2,simple,yes,yes,no,no,no
340.98,13.11,26,1,1973,2,simple,yes,yes,yes,no,no
213.01,4.18,51,2,1924,9,simple,no,no,yes,no,no
480.63,10.23,47,2,1960,9,simple,yes,yes,yes,no,no
812.96,11.14,73,3,1918,2,good,yes,yes,yes,yes,no
449.94,12.86,35,1,1957,2,good,yes,yes,yes,no,no
1457.2,11.38,128,5,1918,8,simple,yes,yes,yes,no,no
1000.41,9.81,102,3,1918,8,simple,yes,yes,yes,no,no
461.54,5.77,80,3,1918,2,good,yes,yes,yes,no,no
287.14,12.48,23,1,1960,9,good,yes,yes,yes,no,no
1027.79,11.29,91,3,1966,9,best,yes,yes,no,yes,no
1002.8,14.12,71,2,1994,3,simple,yes,yes,no,yes,no
357.91,9.94,36,1,1957.5,9,simple,yes,yes,yes,no,no
479.63,4.4,109,4,1924,10,simple,yes,yes,yes,no,no
478.07,10.62,45,2,1978,9,simple,yes,yes,yes,no,no
432.14,7.86,55,2,1924,9,good,yes,yes,yes,no,no
531.2,7.28,73,3,1972,10,simple,yes,yes,yes,no,no
505.87,10.12,50,1,1957,3,good,yes,yes,yes,no,no
409.05,9.09,45,1,1966,19,good,yes,yes,yes,no,no
565.8,8.84,64,3,1966,19,simple,yes,yes,yes,no,no
685.78,8.36,82,4,1972,19,good,yes,yes,yes,no,no
321.1,6.55,49,2,1966,19,simple,yes,yes,yes,no,no
897.43,11.22,80,3,1994,25,simple,yes,yes,yes,no,yes
787.38,10.5,75,3,1998.5,15,good,yes,yes,yes,no,yes
352.8,8.82,40,1,1969,16,simple,yes,yes,yes,no,no
355.15,12.68,28,1,1972,21,good,yes,yes,yes,no,no
789.25,7.66,103,4,1989,22,simple,yes,yes,yes,yes,no
894.6,13.35,67,2,1993,4,simple,yes,yes,yes,yes,no
478.9,9.04,53,2,1966,4,simple,yes,yes,yes,yes,no
444.67,6.35,70,3,1966,20,simple,yes,yes,yes,no,no
215.95,5.02,43,2,1924,25,simple,yes,yes,yes,no,no
554.76,8.95,62,2,1918,25,simple,yes,yes,yes,yes,no
393.59,5.32,74,3,1924,25,simple,yes,no,yes,no,no
646.8,12.44,52,2,1996,25,simple,yes,yes,yes,no,no
747.83,10.11,74,3,1957,1,good,yes,yes,yes,no,no
427.86,9.72,44,1,1957,5,simple,yes,yes,yes,no,no
771.21,11.02,70,2,1918,2,good,yes,yes,yes,no,no
376,13.43,28,1,1960,3,simple,yes,yes,yes,no,no
269.63,5.99,45,2,1957.5,9,good,yes,yes,yes,no,no
654.46,10.23,64,2,1918,4,good,yes,yes,yes,no,no
323.87,10.45,31,1,1966,4,good,yes,yes,yes,no,no
493.85,7.16,69,3,1966,4,good,yes,yes,no,no,no
780.91,10.41,75,3,1918,4,good,yes,yes,yes,no,no
951.02,9.32,102,4,1957,4,good,yes,yes,yes,no,no
618.67,11.25,55,2,1948,4,simple,yes,yes,yes,no,yes
658.87,9.41,70,2,1996,16,simple,yes,yes,no,no,no
553.35,7.69,72,3,1957,17,simple,yes,yes,no,no,no
214.14,5.95,36,2,1948,17,simple,yes,yes,yes,no,no
389.49,7.95,49,2,1960,16,simple,yes,yes,no,no,no
386.22,10.44,37,1,1918,17,simple,yes,yes,yes,no,no
328.63,5.87,56,2,1948,18,simple,yes,yes,yes,no,no
812.97,10.99,74,2,1918,18,simple,yes,yes,yes,no,no
810.55,7.37,110,3,1972,3,good,yes,yes,yes,yes,no
498.06,7.43,67,2,1957,4,simple,yes,yes,yes,no,no
559.67,11.19,50,2,1989,12,simple,yes,yes,yes,no,yes
515.77,11.72,44,2,1924,21,good,yes,yes,yes,no,yes
812,11.12,73,3,1974,21,good,yes,yes,yes,no,no
971.47,10.79,90,3,1993,22,simple,yes,yes,yes,no,no
360.57,5.63,64,2,1918,21,good,yes,no,yes,no,no
269.7,4.28,63,3,1948,22,simple,yes,yes,no,no,no
356.89,7.93,45,2,1966,21,good,yes,yes,yes,no,no
256.67,5.83,44,2,1948,12,simple,yes,yes,yes,no,no
313.84,9.51,33,1,1948,12,simple,yes,yes,yes,no,no
485.43,7.36,66,3,1960,11,simple,yes,yes,no,no,no
283.07,5.44,52,2,1966,11,simple,yes,yes,yes,no,no
869.85,7.98,109,4,1972,12,good,yes,yes,yes,no,yes
446.07,6.28,71,3,1960,11,simple,yes,yes,yes,no,no
130.35,3.62,36,2,1948,14,simple,no,no,yes,no,no
388.6,8.27,47,2,1972,5,simple,yes,yes,no,no,no
696.09,9.04,77,3,1948,13,best,yes,yes,no,no,no
413.66,4.26,97,3,1924,5,simple,yes,yes,yes,no,no
444.83,10.59,42,1,1960,5,good,yes,yes,no,no,no
485.72,5.34,91,3,1918,17,simple,yes,yes,no,no,no
580.28,5.28,110,3,1918,1,simple,no,yes,yes,no,no
1533.9,11.8,130,5,1918,1,good,yes,yes,yes,no,no
713.39,5.1,140,3,1918,1,good,yes,yes,yes,no,no
570.34,9.2,62,2,1984,14,simple,yes,yes,yes,no,no
516.55,7.71,67,3,1966,14,simple,yes,yes,yes,no,no
920.34,8.37,110,4,1918,5,good,yes,yes,yes,no,no
606.9,8.67,70,3,1957.5,5,good,yes,yes,no,no,no
352.12,4.51,78,3,1960,5,good,yes,yes,yes,no,no
570.67,8.78,65,3,1960,13,best,yes,yes,yes,no,no
787.41,12.3,64,2,1918,5,good,yes,yes,yes,no,yes
302.84,3.36,90,3,1918,5,good,yes,yes,no,no,no
936.01,6.88,136,5,1918,5,good,yes,yes,yes,no,no
869.57,9.25,94,3,1994,14,simple,yes,yes,yes,no,no
200.42,3.85,52,2,1957,14,simple,yes,yes,yes,no,no
409.96,5.62,73,3,1957,14,simple,yes,yes,yes,no,no
208.56,11.59,18,1,1966,14,simple,yes,yes,yes,no,no
703.12,6.76,104,4,1918,14,simple,yes,yes,yes,no,no
971.47,11.85,82,3,1994,14,good,yes,yes,yes,yes,no
530.17,9.3,57,2,1983,5,good,yes,yes,yes,no,no
396.23,8.25,48,3,1918,8,simple,yes,yes,yes,no,no
855.78,6.85,125,3,1918,8,simple,yes,yes,yes,yes,no
151,3.43,44,2,1924,4,good,yes,no,no,no,no
294,5.44,54,2,1973,4,good,yes,yes,no,no,no
389.23,9.05,43,2,1948,4,good,no,no,yes,no,no
398.81,9.73,41,1,1957,2,good,yes,yes,no,no,no
515.58,7.7,67,2,1918,2,good,yes,yes,yes,no,no
392.14,9.8,40,1,1960,2,good,yes,yes,yes,no,no
611.66,4.37,140,4,1918,4,good,yes,yes,yes,no,no
306.53,8.76,35,1,1957,4,good,yes,yes,yes,no,no
327.05,12.58,26,1,1966,2,good,yes,yes,yes,no,no
421.31,7.52,56,2,1918,2,good,yes,yes,yes,no,no
455.22,5.55,82,4,1948,12,simple,yes,no,yes,no,no
414.58,7.4,56,2,1967,24,simple,yes,yes,no,no,no
373.9,6.92,54,2,1966,24,simple,yes,yes,no,no,no
389.95,5.57,70,3,1966,24,simple,yes,yes,no,no,no
454.32,6.78,67,3,1960,24,simple,yes,yes,no,no,no
155.59,5.19,30,1,1957.5,24,simple,yes,yes,no,no,no
553.4,9.22,60,2,1984,7,simple,yes,yes,yes,no,no
629.18,5.94,106,5,1973,7,simple,yes,yes,no,yes,no
398.55,5.31,75,3,1967,6,simple,yes,yes,yes,no,no
109.32,2.6,42,1,1939,7,simple,yes,no,yes,no,no
590.19,7.87,75,2,1970,16,good,yes,yes,yes,no,no
536.86,9.42,57,2,1995,16,simple,yes,yes,yes,no,no
543.41,7.25,75,2,1924,13,simple,yes,yes,yes,no,no
583.53,9.73,60,2,1999,15,good,yes,yes,yes,no,no
322.13,6.32,51,2,1948,13,simple,yes,yes,no,no,no
512.58,7.22,71,3,1960,21,simple,yes,yes,yes,no,no
688.51,8.83,78,3,1960,22,simple,yes,yes,yes,no,no
321.21,6.06,53,2,1972,21,good,yes,yes,yes,no,no
896.82,9.96,90,2,1918,2,simple,yes,yes,yes,no,no
281.21,8.03,35,2,1918,2,simple,yes,yes,yes,no,no
758.37,7.36,103,4,1957,2,good,yes,yes,yes,no,no
1252.69,13.47,93,3,1918,2,good,yes,yes,no,no,no
997.03,12.16,82,3,1918,2,simple,yes,yes,yes,yes,no
345.54,6.52,53,2,1948,25,simple,yes,yes,no,no,no
284.55,5.17,55,2,1948,19,simple,yes,yes,no,no,no
361.7,7.7,47,2,1968,19,simple,yes,yes,no,no,no
614.58,10.97,56,3,1960,19,good,yes,yes,no,no,no
779.73,8.96,87,4,1967,21,good,yes,yes,yes,no,no
720.11,6.86,105,4,1969,22,simple,yes,yes,yes,no,no
591,8.44,70,3,1997,22,simple,yes,yes,yes,no,yes
404.18,7.77,52,1,1967,21,simple,yes,yes,yes,no,no
492.94,8.22,60,2,1983,20,simple,yes,yes,yes,no,no
611.56,7.94,77,3,1974,20,good,yes,yes,yes,no,no
853.32,8.89,96,3,1997,20,good,yes,yes,yes,yes,no
588.74,12.02,49,3,1948,20,good,yes,yes,yes,no,no
529.62,8.98,59,2,1973,25,simple,yes,yes,no,no,no
518.61,7.74,67,3,1957.5,3,good,yes,yes,yes,no,no
379.11,8.82,43,2,1918,8,simple,yes,yes,no,no,no
1109.52,8.1,137,4,1918,3,good,yes,yes,no,no,no
368.13,6.69,55,2,1918,9,good,yes,yes,no,no,no
476.79,7.45,64,2,1957.5,2,good,yes,yes,no,no,no
485.93,9,54,2,1957,3,good,yes,yes,yes,no,no
279.81,7.17,39,1,1960,3,good,yes,yes,no,no,no
605.6,8.65,70,2,1957,3,good,yes,yes,yes,no,no
166.48,4.06,41,2,1918,9,good,no,yes,yes,no,no
210.55,3.24,65,3,1957,9,simple,no,yes,no,no,no
670.34,8.38,80,3,1977,9,good,yes,yes,yes,no,no
419.22,9.11,46,2,1979,3,good,yes,yes,yes,no,no
701.46,8.25,85,3,1918,4,good,yes,yes,yes,no,no
666.22,8.43,79,3,1986,12,good,yes,yes,no,no,no
383.47,10.09,38,1,1973,12,good,yes,yes,yes,no,no
1135.96,10.23,111,5,1960,4,good,yes,yes,yes,no,no
323.92,10.8,30,1,1960,4,good,yes,yes,no,no,no
620.44,8.74,71,3,1966,24,simple,yes,yes,yes,no,no
463.64,9.46,49,2,1966,10,simple,yes,yes,no,no,no
807.75,11.07,73,3,1969,10,simple,yes,yes,yes,no,no
343.22,11.07,31,1,1972,10,simple,yes,yes,yes,no,no
275.52,6.12,45,2,1960,10,simple,yes,no,no,no,no
613.56,10.4,59,2,1993,23,simple,yes,yes,yes,no,no
594.93,9.15,65,2,1992,13,simple,yes,yes,yes,no,no
820.88,8.73,94,4,1989,13,simple,yes,yes,yes,no,no
634.09,10.23,62,2,1918,12,simple,yes,yes,yes,no,no
470.52,8.71,54,2,1994,11,simple,yes,yes,no,no,no
359.91,6.92,52,1,1966,4,simple,yes,yes,no,no,no
355.5,5.64,63,3,1918,9,good,yes,yes,no,no,no
1227.12,10.14,121,5,1924,9,good,yes,yes,yes,no,no
407.23,13.14,31,1,1972,9,good,yes,yes,yes,no,no
388.59,6.27,62,2,1957.5,2,good,yes,yes,no,no,no
504.13,6.15,82,3,1957,8,simple,yes,no,no,no,no
695.37,7.56,92,3,1948,2,good,yes,yes,yes,no,no
575.23,8.22,70,3,1918,21,good,yes,yes,yes,yes,no
677.98,7.21,94,4,1974,20,simple,yes,yes,yes,no,no
539.86,6.66,81,3,1975,20,good,yes,yes,yes,no,no
414.97,13.83,30,1,1969,20,good,yes,yes,yes,no,no
336.27,3.23,104,5,1960,20,good,yes,yes,no,yes,no
848.11,11.78,72,3,1918,9,simple,yes,yes,yes,no,no
752.08,7.67,98,4,1924,10,simple,yes,yes,yes,no,no
697.15,7.75,90,4,1960,9,best,yes,yes,no,no,no
422.46,7.54,56,2,1966,9,simple,yes,yes,yes,no,no
296.46,4.42,67,3,1966,11,simple,yes,yes,yes,no,no
899.95,10.59,85,3,1918,12,good,yes,yes,yes,no,no
884.16,10.65,83,3,1918,12,good,yes,no,yes,yes,no
463.97,6.36,73,3,1960,4,good,yes,yes,yes,no,no
608.72,11.07,55,2,1996,13,good,yes,yes,yes,no,yes
342.57,10.08,34,1,1973,15,good,yes,yes,yes,no,no
